PortName,Country,Latitude,Longitude,Region,Sub Region,country_id,created_by
Ilo,Peru,-71.34108,-17.63185,Americas,Latin America and the Caribbean,173,1
Iquitos,Peru,-73.25383,-3.74912,Americas,Latin America and the Caribbean,173,1
Matarani,Peru,-72.10563,-16.99639,Americas,Latin America and the Caribbean,173,1
Paita,Peru,-81.11444,-5.08917,Americas,Latin America and the Caribbean,173,1
Pisco,Peru,-76.20538,-13.71029,Americas,Latin America and the Caribbean,173,1
Bacolod Negros,Philippines,122.95,10.66667,Asia,South-eastern Asia,174,1
Batangas/Luzon,Philippines,121.05,13.75,Asia,South-eastern Asia,174,1
Cagayan de Oro Mindanao ,Philippines,124.64722,8.48222,Asia,South-eastern Asia,174,1
Cebu,Philippines,123.89071,10.31672,Asia,South-eastern Asia,174,1
Cotabato Mindanao ,Philippines,124.24639,7.22361,Asia,South-eastern Asia,174,1
Dumaguete,Philippines,123.30261,9.30722,Asia,South-eastern Asia,174,1
General Santos,Philippines,125.15,6.116666667,Asia,South-eastern Asia,174,1
Manila,Philippines,120.9822,14.6042,Asia,South-eastern Asia,174,1
Ozamis Mindanao ,Philippines,123.8405,8.1481,Asia,South-eastern Asia,174,1
Polloc,Philippines,124.22088,7.3534,Asia,South-eastern Asia,174,1
Puerto Princesa Palawan ,Philippines,118.73528,9.73917,Asia,South-eastern Asia,174,1
Subic Bay,Philippines,120.27987,14.78899,Asia,South-eastern Asia,174,1
Tagbilaran Bohol ,Philippines,123.85219,9.65556,Asia,South-eastern Asia,174,1
Tagoloan,Philippines,124.75,8.533333333,Asia,South-eastern Asia,174,1
Zamboanga,Philippines,122.07389,6.91028,Asia,South-eastern Asia,174,1
Gdansk,Poland,18.64912,54.35227,Europe,Eastern Europe,176,1
Gdynia,Poland,18.55,54.5,Europe,Eastern Europe,176,1
Swinoujscie,Poland,14.25,53.9,Europe,Eastern Europe,176,1
Szczecin,Poland,14.55302,53.42894,Europe,Eastern Europe,176,1
Canical,Portugal,-16.73333333,32.73333333,Europe,Southern Europe,177,1
Figueira da Foz,Portugal,-8.866666667,40.15,Europe,Southern Europe,177,1
Horta,Portugal,-28.63333333,38.53333333,Europe,Southern Europe,177,1
Leixoes,Portugal,-8.683333333,41.18333333,Europe,Southern Europe,177,1
Lisboa,Portugal,-9.133333333,38.71666667,Europe,Southern Europe,177,1
Pico,Portugal,-8.416666667,41.68333333,Europe,Southern Europe,177,1
Ponta Delgada,Portugal,-25.66666667,37.73333333,Europe,Southern Europe,177,1
Porto Santo Island,Portugal,-16.33333333,33.06666667,Europe,Southern Europe,177,1
Praia da Graciosa,Portugal,-27.96666667,39.05,Europe,Southern Europe,177,1
Praia da Vitoria,Portugal,-27.06666667,38.73333333,Europe,Southern Europe,177,1
Santa Cruz das Flores,Portugal,-31.11666667,39.45,Europe,Southern Europe,177,1
Setubal,Portugal,-8.9,38.53333333,Europe,Southern Europe,177,1
Sines,Portugal,-8.866666667,37.95,Europe,Southern Europe,177,1
Velas,Portugal,-28.21666667,38.68333333,Europe,Southern Europe,177,1
Vila do Porto,Portugal,-25.15,36.93333333,Europe,Southern Europe,177,1
San Juan,Puerto Rico,-66.08333333,18.45,Americas,Latin America and the Caribbean,178,1
BGN/PCGN1956 - HAMAD,Qatar,51.61666667,25,Asia,Western Asia,179,1
Mesaieed,Qatar,51.91666667,25.63333333,Asia,Western Asia,179,1
Constanta,Romania,28.65,44.18333333,Europe,Eastern Europe,181,1
Arkhangelsk,Russia,40.5433,64.5401,Europe,Eastern Europe,182,1
Dudinka,Russia,86.17778,69.40583,Europe,Eastern Europe,182,1
Kaliningrad,Russia,20.51095,54.70649,Europe,Eastern Europe,182,1
Korsakov,Russia,142.77722,46.6342,Europe,Eastern Europe,182,1
Lomonosov,Russia,29.73333333,59.9,Europe,Eastern Europe,182,1
Magadan,Russia,150.80347,59.5638,Europe,Eastern Europe,182,1
Novorossiysk,Russia,37.76666667,44.71666667,Europe,Eastern Europe,182,1
Petropavlovsk-Kamchatskiy,Russia,158.65076,53.04444,Europe,Eastern Europe,182,1
Saint Petersburg (ex Leningrad),Russia,30.25,59.88333333,Europe,Eastern Europe,182,1
Ust'-Luga,Russia,28.31666667,59.66666667,Europe,Eastern Europe,182,1
Vladivostok,Russia,131.87353,43.10562,Europe,Eastern Europe,182,1
Vostochnyy Port,Russia,133.05,42.76666667,Europe,Eastern Europe,182,1
Zarubino,Russia,131.0833333,42.61666667,Europe,Eastern Europe,182,1
Charlestown,Saint Kitts and Nevis,-62.61666667,17.13333333,Americas,Latin America and the Caribbean,185,1
Castries,Saint Lucia,-60.96666667,14.01666667,Americas,Latin America and the Caribbean,186,1
Kingstown,Saint Vincent and the Grenadines,-61.21666667,13.13333333,Americas,Latin America and the Caribbean,188,1
Apia,Samoa,-171.76666,-13.83333,Oceania,Polynesia,191,1
Ad Dammam,Saudi Arabia,50.1,26.41666667,Asia,Western Asia,194,1
Jeddah,Saudi Arabia,39.16666667,21.53333333,Asia,Western Asia,194,1
Jubail,Saudi Arabia,49.62251,27.0174,Asia,Western Asia,194,1
King Abdullah City,Saudi Arabia,39.08333333,22.4,Asia,Western Asia,194,1
Yanbu al-Bahr,Saudi Arabia,38.03333333,24.08333333,Asia,Western Asia,194,1
Dakar,Senegal,-17.44406,14.6937,Africa,Sub-Saharan Africa,195,1
Port Victoria,Seychelles,55.45501,-4.62001,Africa,Sub-Saharan Africa,197,1
Freetown,Sierra Leone,-13.2356,8.48714,Africa,Sub-Saharan Africa,198,1
Singapore,Singapore,103.85007,1.28967,Asia,South-eastern Asia,199,1
Koper,Slovenia,13.72944,45.54694,Europe,Southern Europe,201,1
Berbera,Somalia,45.01432,10.43959,Africa,Sub-Saharan Africa,203,1
Kismayu,Somalia,42.54536,-0.35817,Africa,Sub-Saharan Africa,203,1
Mogadishu,Somalia,45.34375,2.03711,Africa,Sub-Saharan Africa,203,1
Cape Town,South Africa,18.41666667,-33.91666667,Africa,Sub-Saharan Africa,204,1
Coega,South Africa,25.66666667,-33.76666667,Africa,Sub-Saharan Africa,204,1
Durban,South Africa,31.01666667,-29.85,Africa,Sub-Saharan Africa,204,1
East London,South Africa,27.91162,-33.01529,Africa,Sub-Saharan Africa,204,1
Port Elizabeth,South Africa,25.61494,-33.96109,Africa,Sub-Saharan Africa,204,1
Richards Bay,South Africa,32.03768,-28.78301,Africa,Sub-Saharan Africa,204,1
Algeciras,Spain,-5.45051,36.13326,Europe,Southern Europe,207,1
Alicante,Spain,-0.48149,38.34517,Europe,Southern Europe,207,1
Almeria,Spain,-2.45,36.83333333,Europe,Southern Europe,207,1
Barcelona,Spain,2.15899,41.38879,Europe,Southern Europe,207,1
Bilbao,Spain,-2.966666667,43.25,Europe,Southern Europe,207,1
Cadiz,Spain,-6.2891,36.52672,Europe,Southern Europe,207,1
Cartagena,Spain,-0.983333333,37.6,Europe,Southern Europe,207,1
Castellon de la Plana,Spain,-0.033333333,39.98333333,Europe,Southern Europe,207,1
Ceuta,Spain,-5.32042,35.88919,Europe,Southern Europe,207,1
Ferrol,Spain,-8.25,43.48333333,Europe,Southern Europe,207,1
Gijon,Spain,-5.666666667,43.53333333,Europe,Southern Europe,207,1
Huelva,Spain,-6.94004,37.26638,Europe,Southern Europe,207,1
Lanzarote,Spain,-13.53333333,28.96666667,Europe,Southern Europe,207,1
Las Palmas de Gran Canaria,Spain,-15.41666667,28.1,Europe,Southern Europe,207,1
Malaga,Spain,-4.416666667,36.71666667,Europe,Southern Europe,207,1
Melilla,Spain,-2.883333333,35.31666667,Europe,Southern Europe,207,1
Puerto del Rosario-Fuerteventura,Spain,-13.86272,28.50038,Europe,Southern Europe,207,1
Sagunto,Spain,-0.266666667,39.68333333,Europe,Southern Europe,207,1
Santa Cruz de La Palma,Spain,-17.76666667,28.68333333,Europe,Southern Europe,207,1
Santa Cruz de Tenerife,Spain,-16.25462,28.46824,Europe,Southern Europe,207,1
Santander,Spain,-3.80444,43.46472,Europe,Southern Europe,207,1
Sevilla,Spain,-5.97317,37.38283,Europe,Southern Europe,207,1
Tarragona,Spain,1.25,41.11667,Europe,Southern Europe,207,1
Valencia,Spain,-0.37739,39.46975,Europe,Southern Europe,207,1
Vigo,Spain,-8.72264,42.23282,Europe,Southern Europe,207,1
Villagarcia de Arosa,Spain,-8.75,42.6,Europe,Southern Europe,207,1
Colombo,Sri Lanka,79.85,6.916666667,Asia,Southern Asia,208,1
Port Sudan,Sudan,37.21644,19.61745,Africa,Northern Africa,209,1
Paramaribo,Suriname,-55.16682,5.86638,Americas,Latin America and the Caribbean,210,1
Ahus,Sweden,14.28333333,55.91666667,Europe,Northern Europe,213,1
Gavle,Sweden,17.16666667,60.66666667,Europe,Northern Europe,213,1
Goteborg,Sweden,11.96666667,57.71666667,Europe,Northern Europe,213,1
Halmstad,Sweden,12.85,56.66666667,Europe,Northern Europe,213,1
Helsingborg,Sweden,12.69437,56.04673,Europe,Northern Europe,213,1
Karlstad,Sweden,13.5,59.36666667,Europe,Northern Europe,213,1
Norrkoping,Sweden,16.18333333,58.6,Europe,Northern Europe,213,1
Oskarshamn,Sweden,16.43333333,57.26666667,Europe,Northern Europe,213,1
Oxelosund,Sweden,17.1,58.66666667,Europe,Northern Europe,213,1
Pitea,Sweden,21.5,65.33333333,Europe,Northern Europe,213,1
Sodertalje,Sweden,17.61666667,59.2,Europe,Northern Europe,213,1
Stockholm,Sweden,18.05,59.33333333,Europe,Northern Europe,213,1
Sundsvall,Sweden,17.3,62.38333333,Europe,Northern Europe,213,1
Umea,Sweden,20.25,63.83333333,Europe,Northern Europe,213,1
Varberg,Sweden,12.25078,57.10557,Europe,Northern Europe,213,1
Vasteras,Sweden,16.55,59.61666667,Europe,Northern Europe,213,1
Latakia,Syria,35.78333333,35.51666667,Asia,Western Asia,215,1
Tartus,Syria,35.9,34.9,Asia,Western Asia,215,1
Taipei,Taiwan,121.5166667,25.03333333,Asia,Eastern Asia,216,1
Dar es Salaam,Tanzania,39.28333333,-6.8,Africa,Sub-Saharan Africa,218,1
Bangkok,Thailand,100.5166667,13.75,Asia,South-eastern Asia,219,1
Laem Chabang,Thailand,100.8833333,13.08333333,Asia,South-eastern Asia,219,1
Phuket International Apt,Thailand,98.31666667,8.116666667,Asia,South-eastern Asia,219,1
Sahathai Coastal Seaport,Thailand,100.5333333,13.65,Asia,South-eastern Asia,219,1
Sriracha,Thailand,100.93111,13.17372,Asia,South-eastern Asia,219,1
Lome,Togo,1.22154,6.12874,Africa,Sub-Saharan Africa,220,1
Nuku'alofa,Tonga,-175.2,-21.13333333,Oceania,Polynesia,222,1
Port-of-Spain,Trinidad and Tobago,-61.51666667,10.65,Americas,Latin America and the Caribbean,223,1
Bizerte,Tunisia,9.87391,37.27442,Africa,Northern Africa,224,1
Sfax,Tunisia,10.76028,34.74056,Africa,Northern Africa,224,1
Sousse,Tunisia,10.63699,35.82539,Africa,Northern Africa,224,1
Tunis,Tunisia,10.16579,36.81897,Africa,Northern Africa,224,1
Aliaga,Turkey,26.97203,38.79975,Asia,Western Asia,225,1
Ambarli,Turkey,39.16666667,41.03333333,Asia,Western Asia,225,1
Antalya,Turkey,30.6,36.83333333,Asia,Western Asia,225,1
Bandirma,Turkey,27.96666667,40.35,Asia,Western Asia,225,1
Derince,Turkey,29.81472,40.75694,Asia,Western Asia,225,1
Eregli,Turkey,34.05,37.5,Asia,Western Asia,225,1
Evyap Port /Kocaeli,Turkey,29.7,40.76666667,Asia,Western Asia,225,1
Gebze,Turkey,29.41666667,40.78333333,Asia,Western Asia,225,1
Gemlik,Turkey,29.15,40.41666667,Asia,Western Asia,225,1
Haydarpasa,Turkey,29.02459,40.99596,Asia,Western Asia,225,1
Iskenderun,Turkey,36.16666667,36.58333333,Asia,Western Asia,225,1
Izmir,Turkey,27.15,38.41666667,Asia,Western Asia,225,1
Izmit,Turkey,29.95,40.78333333,Asia,Western Asia,225,1
Kumport,Turkey,28.81666667,40.95,Asia,Western Asia,225,1
Limas,Turkey,26.91666667,38.75,Asia,Western Asia,225,1
Mardas,Turkey,28.95,41.01666667,Asia,Western Asia,225,1
Mersin,Turkey,34.63333333,36.71666667,Asia,Western Asia,225,1
Samsun,Turkey,36.33333333,41.28333333,Asia,Western Asia,225,1
Tekirdag,Turkey,27.51666667,40.96666667,Asia,Western Asia,225,1
Trabzon,Turkey,39.73333333,41,Asia,Western Asia,225,1
Yarimca,Turkey,31.14194,39.08361,Asia,Western Asia,225,1
Yilport,Turkey,29.53333333,40.76666667,Asia,Western Asia,225,1
Chornomorsk,Ukraine,30.66666667,46.31666667,Europe,Eastern Europe,230,1
Odesa,Ukraine,30.75,46.5,Europe,Eastern Europe,230,1
Yuzhnyi,Ukraine,31.01666667,46.6,Europe,Eastern Europe,230,1
Abu Dhabi,United Arab Emirates,54.36666667,24.46666667,Asia,Western Asia,231,1
Ajman,United Arab Emirates,55.47878,25.40177,Asia,Western Asia,231,1
Ar Ruways,United Arab Emirates,52.73333333,24.11666667,Asia,Western Asia,231,1
Jebel Ali,United Arab Emirates,55.10811,25.00255,Asia,Western Asia,231,1
Khor al Fakkan,United Arab Emirates,56.35,25.33333333,Asia,Western Asia,231,1
Mina Khalid,United Arab Emirates,55.36666667,25.35,Asia,Western Asia,231,1
Mina Khalifa/Abu Dhabi,United Arab Emirates,54.66666667,24.83333333,Asia,Western Asia,231,1
Umm al Qaiwain,United Arab Emirates,55.55,25.56666667,Asia,Western Asia,231,1
Aberdeen,United Kingdom,-2.1,57.13333333,Europe,Northern Europe,232,1
Belfast,United Kingdom,-5.916666667,54.98333333,Europe,Northern Europe,232,1
Blyth,United Kingdom,-1.50856,55.12708,Europe,Northern Europe,232,1
Bristol,United Kingdom,-2.59665,51.45523,Europe,Northern Europe,232,1
Dover,United Kingdom,1.31257,51.12598,Europe,Northern Europe,232,1
Felixstowe,United Kingdom,1.3511,51.96375,Europe,Northern Europe,232,1
Fowey,United Kingdom,-4.6386,50.33634,Europe,Northern Europe,232,1
Grangemouth,United Kingdom,-3.716666667,56,Europe,Northern Europe,232,1
Greenock,United Kingdom,-4.75,55.93333333,Europe,Northern Europe,232,1
Harwich,United Kingdom,1.28437,51.94194,Europe,Northern Europe,232,1
Hull,United Kingdom,-0.316666667,53.73333333,Europe,Northern Europe,232,1
Immingham,United Kingdom,-0.216666667,53.6,Europe,Northern Europe,232,1
Liverpool,United Kingdom,-3,53.41666667,Europe,Northern Europe,232,1
London Gateway Port,United Kingdom,0.483333333,51.5,Europe,Northern Europe,232,1
Poole,United Kingdom,-1.98458,50.71429,Europe,Northern Europe,232,1
Portsmouth,United Kingdom,-1.09125,50.79899,Europe,Northern Europe,232,1
Scrabster,United Kingdom,-3.54627,58.61277,Europe,Northern Europe,232,1
Sheerness,United Kingdom,0.76252,51.44042,Europe,Northern Europe,232,1
Southampton,United Kingdom,-1.40428,50.90395,Europe,Northern Europe,232,1
Teesport,United Kingdom,-1.15,54.58333333,Europe,Northern Europe,232,1
Tilbury,United Kingdom,0.35856,51.46248,Europe,Northern Europe,232,1
Tyne,United Kingdom,-1.433333333,55,Europe,Northern Europe,232,1
Anchorage,United States,-149.90028,61.21806,Americas,Northern America,233,1
Baltimore,United States,-76.61666667,39.28333333,Americas,Northern America,233,1
Beaumont,United States,-94.10185,30.08605,Americas,Northern America,233,1
Boston,United States,-71.05977,42.35843,Americas,Northern America,233,1
Brunswick,United States,-74.45182,40.48622,Americas,Northern America,233,1
Camden,United States,-75.11962,39.92595,Americas,Northern America,233,1
Charleston,United States,-79.92442668,32.78501734,Americas,Northern America,233,1
Chester,United States,-72.58333333,43.26666667,Americas,Northern America,233,1
Cleveland,United States,-81.69541,41.4995,Americas,Northern America,233,1
Corpus Christi,United States,-97.39638,27.80058,Americas,Northern America,233,1
Dutch Harbor,United States,-166.5422,53.8898,Americas,Northern America,233,1
Eastport,United States,-67.00046037,44.9189639,Americas,Northern America,233,1
Everett,United States,-122.20208,47.97898,Americas,Northern America,233,1
Fernandina Beach,United States,-81.45,30.66666667,Americas,Northern America,233,1
Freeport,United States,-70.10311,43.85702,Americas,Northern America,233,1
Galveston,United States,-94.7977,29.30135,Americas,Northern America,233,1
Gloucester City,United States,-70.66313,42.61405,Americas,Northern America,233,1
Gulfport,United States,-89.08490622,30.37815646,Americas,Northern America,233,1
Honolulu,United States,-157.85,21.3,Americas,Northern America,233,1
Houston,United States,-149.8166667,61.63333333,Americas,Northern America,233,1
Jacksonville,United States,-81.65565,30.33218,Americas,Northern America,233,1
Kodiak,United States,-152.40533,57.78852,Americas,Northern America,233,1
Long Beach,United States,-118.1833333,33.76666667,Americas,Northern America,233,1
Los Angeles,United States,-118.24368,34.05223,Americas,Northern America,233,1
Miami,United States,-80.19366,25.77427,Americas,Northern America,233,1
Mobile,United States,-88.04305,30.69436,Americas,Northern America,233,1
Morehead City,United States,-76.72604,34.72294,Americas,Northern America,233,1
New Orleans,United States,-90.07507,29.95465,Americas,Northern America,233,1
New York,United States,-74,40.7,Americas,Northern America,233,1
Norfolk,United States,-73.2,42,Americas,Northern America,233,1
Oakland,United States,-122.2202546,37.9329048,Americas,Northern America,233,1
Panama City,United States,-85.65983,30.15946,Americas,Northern America,233,1
Philadelphia,United States,-75.71666667,44.15,Americas,Northern America,233,1
Port Everglades,United States,-80.13333333,26.1,Americas,Northern America,233,1
Port Hueneme,United States,-119.1833333,34.13333333,Americas,Northern America,233,1
Port Manatee,United States,-82.55,27.63333333,Americas,Northern America,233,1
Portland,United States,-122.67621,45.52345,Americas,Northern America,233,1
San Diego,United States,-117.15,32.7,Americas,Northern America,233,1
Savannah,United States,-81.09983,32.08354,Americas,Northern America,233,1
Seattle,United States,-122.33207,47.60621,Americas,Northern America,233,1
Stockton,United States,-121.2833333,37.95,Americas,Northern America,233,1
Tacoma,United States,-122.44429,47.25288,Americas,Northern America,233,1
Tampa,United States,-82.45843,27.94752,Americas,Northern America,233,1
Vancouver,United States,-122.66149,45.63873,Americas,Northern America,233,1
West Palm Beach,United States,-80.05337,26.71534,Americas,Northern America,233,1
Wilmington,United States,-77.93333333,34.21666667,Americas,Northern America,233,1
Montevideo,Uruguay,-56.18816,-34.90328,Americas,Latin America and the Caribbean,235,1
Punta Pereyra,Uruguay,-58.06666667,-34.23333333,Americas,Latin America and the Caribbean,235,1
Port Vila,Vanuatu,168.31366,-17.73648,Oceania,Melanesia,237,1
Santo,Vanuatu,167.16235,-15.51989,Oceania,Melanesia,237,1
Palua,Venezuela,-62.66666667,8.35,Americas,Latin America and the Caribbean,239,1
Chu Lai,Vietnam,108.7,15.4,Asia,South-eastern Asia,240,1
Da Nang,Vietnam,108.2166667,16.06666667,Asia,South-eastern Asia,240,1
Haiphong,Vietnam,106.68345,20.86481,Asia,South-eastern Asia,240,1
Ho Chi Minh City,Vietnam,106.6666667,10.76666667,Asia,South-eastern Asia,240,1
Nghi Son,Vietnam,105.8333333,19.33333333,Asia,South-eastern Asia,240,1
Qui Nhon,Vietnam,109.2166667,13.76666667,Asia,South-eastern Asia,240,1
Vung Tau,Vietnam,107.0666667,10.35,Asia,South-eastern Asia,240,1
Christiansted  Saint Croix,Virgin Islands (US),-64.75,17.75,Americas,Latin America and the Caribbean,242,1
Saint Thomas,Virgin Islands (US),-64.9307,18.3419,Americas,Latin America and the Caribbean,242,1
Vele Futuna I. Apt,Wallis And Futuna Islands,-178.0833333,-14.31666667,Oceania,Polynesia,243,1
Aden,Yemen,45.03667,12.77944,Asia,Western Asia,245,1
Mukalla,Yemen,49.12424,14.54248,Asia,Western Asia,245,1
